name,latitude,longitude,risk_status,distance_km,nearest_conflict_type,nearest_conflict_date,osm_id
École primaire Shimatayi,-6.1180999,24.512553,safe,626.96,Violence against civilians,2024-01-02,1213160139
Ecole primaire Kintukimune,-6.1065439,24.5271086,safe,624.9,Violence against civilians,2024-01-02,1213160144
École primaire Kalambayi,-6.1112663,24.5247475,safe,625.44,Violence against civilians,2024-01-02,1213160150
Ecole primaire Nambutwile,-6.1065439,24.526553,safe,624.95,Violence against civilians,2024-01-02,1213160155
Ecole primaire Yakanyama,-6.1027381,24.5689697,safe,621.08,Violence against civilians,2024-01-02,1213160168
Ecole primaire Tuendeyi,-6.1258225,24.5024697,safe,628.37,Violence against civilians,2024-01-02,1213160170
Ecole primaire Lukubama,-6.1180999,24.5260253,safe,625.82,Violence against civilians,2024-01-02,1213160181
Ecole primaire Ditanda,-6.1416389,23.6992778,safe,700.01,Violence against civilians,2024-01-02,1213171774
École primaire Bena Kabimba,-6.29425,23.6581667,safe,713.58,Violence against civilians,2024-01-02,1213171778
Ecole primaire Kabongo Kankusu,-6.2054722,23.7025833,safe,703.82,Violence against civilians,2024-01-02,1213171782
École primaire Bakwa Bowa,-6.1232222,23.7243333,safe,696.57,Violence against civilians,2024-01-02,1213171786
Ecole primaire Kabikioni,-6.2409444,23.7490278,safe,701.97,Violence against civilians,2024-01-02,1213171792
École primaire Sankayi,-6.2255,23.7522222,safe,700.68,Violence against civilians,2024-01-02,1213171793
Ecole primaire Ndoba,-6.1626111,23.7099444,safe,700.4,Violence against civilians,2024-01-02,1213171795
Ecole primaire Binkunga,-5.6319444,22.2572222,safe,783.27,Strategic development,2024-01-03,1225769223
École primaire Dibanda 1,-5.6291268,22.8957458,safe,746.39,Violence against civilians,2024-01-02,1225769226
Ecole primaire Banongo,-5.9430556,21.6438889,safe,724.29,Strategic development,2024-01-03,1225769247
École primaire Diyeba,-5.8386111,22.6655,safe,779.8,Violence against civilians,2024-01-02,1225769254
Ecole primaire Kanongo,-5.7341667,21.4866944,safe,701.99,Strategic development,2024-01-03,1225769267
École primaire Benaleka 3,-5.0961111,22.0958333,safe,756.93,Strategic development,2024-01-03,1225769272
École primaire Musasa Kumi,-5.8102778,22.6852778,safe,776.39,Violence against civilians,2024-01-02,1225769278
Ecole primaire Mimuemue,-5.7622222,22.361,safe,797.27,Strategic development,2024-01-03,1225769291
Ecole primaire Lutshiatshia,-5.6591667,22.3245556,safe,791.15,Strategic development,2024-01-03,1225769302
Ecole primaire Tshikuma,-5.4775,22.3008333,safe,785.11,Strategic development,2024-01-03,1225769318
Ecole primaire Dibandisha,-5.2744444,22.8641667,safe,732.16,Violence against civilians,2024-01-02,1225769328
Ecole primaire Tshibala 1,-5.72,22.1347222,safe,771.8,Strategic development,2024-01-03,1225769340
École primaire Kaffubi,-5.7602778,22.7177778,safe,770.61,Violence against civilians,2024-01-02,1225769356
École primaire Lubudi,-5.7980556,22.7918889,safe,765.35,Violence against civilians,2024-01-02,1225769362
Ecole primaire Ntema,-5.8527778,21.5652778,safe,713.45,Strategic development,2024-01-03,1225769379
Ecole primaire Butumbi,-5.3247222,22.4689444,safe,774.37,Violence against civilians,2024-01-02,1225769384
École primaire Ntumba Nsengu,-5.7933333,22.6991944,safe,774.14,Violence against civilians,2024-01-02,1225769408
Ecole primaire Kambote,-5.7394444,22.5639722,safe,784.64,Violence against civilians,2024-01-02,1225769412
École primaire Bunkonde 2,-5.1558333,22.5202778,safe,761.77,Violence against civilians,2024-01-02,1225769432
Ecole primaire Benaleka 2,-5.3361111,22.5627778,safe,765.39,Violence against civilians,2024-01-02,1225769438
Ecole primaire Tshibala 2,-5.1375,22.7075028,safe,741.87,Violence against civilians,2024-01-02,1225769447
Ecole primaire Benaleka 1,-5.6669444,22.393,safe,797.97,Violence against civilians,2024-01-02,1225769455
Ecole primaire Mboie,-5.2022222,22.3897222,safe,777.1,Violence against civilians,2024-01-02,1225769460
Ecole primaire Imeny,-5.8530556,21.5652778,safe,713.46,Strategic development,2024-01-03,1225769476
École primaire Tshimajiba 2,-5.9530556,22.2683333,safe,791.7,Strategic development,2024-01-03,1225769481
École primaire Katadi,-5.7825,22.8640833,safe,757.51,Violence against civilians,2024-01-02,1225769494
École primaire Kempa 1,-5.175,22.3027778,safe,780.69,Strategic development,2024-01-03,1225769510
École primaire Baluishi,-5.8394444,22.6025,safe,785.99,Violence against civilians,2024-01-02,1225769524
École primaire Mpashi 2,-5.9311111,22.4805278,safe,802.69,Violence against civilians,2024-01-02,1225769531
École primaire Lubi A Mpata,-5.9522222,22.4641667,safe,805.4,Violence against civilians,2024-01-02,1225769537
Ecole primaire Luemba,-5.4994444,22.5013889,safe,779.13,Violence against civilians,2024-01-02,1225769555
École primaire Budimu,-5.6677778,22.6738889,safe,770.19,Violence against civilians,2024-01-02,1225769561
École primaire Mfuki,-5.0244424,22.1511131,safe,762.2,Strategic development,2024-01-03,1225769575
Ecole primaire Tshikunda,-5.6388889,22.1708333,safe,774.01,Strategic development,2024-01-03,1225769583
Ecole primaire Wanfuala,-5.8586111,21.5429722,safe,711.2,Strategic development,2024-01-03,1225769589
Ecole primaire Kunduyi,-5.4147222,22.1341667,safe,765.8,Strategic development,2024-01-03,1225769608
Ecole primaire Shandi Na Bana,-8.2094444,26.9315,safe,669.42,Violence against civilians,2024-01-02,1225815543
École primaire Nsumba Lulu,-8.9469444,26.3663889,safe,767.68,Violence against civilians,2024-01-02,1225815551
École primaire Lumière du Christ,-8.9125,26.3977778,safe,762.86,Violence against civilians,2024-01-02,1225815567
Ecole primaire Butwile Mwanya,-8.4016331,26.8515589,safe,692.48,Violence against civilians,2024-01-02,1225815573
École primaire Tambo 1,-8.2316667,26.8561111,safe,674.45,Violence against civilians,2024-01-02,1225815579
Ecole primaire Bwanga Bwa Tulo,-8.1897222,26.9497222,safe,666.7,Violence against civilians,2024-01-02,1225815591
École primaire Dyese 5,-7.8290583,26.9883111,safe,627.38,Violence against civilians,2024-01-02,1225815592
Ecole primaire Kakonga,-8.9141667,26.3941667,safe,763.18,Violence against civilians,2024-01-02,1225815611
École primaire Songa,-8.1116667,25.0266667,safe,753.93,Violence against civilians,2024-01-02,1225815617
École primaire Mulongo Kala,-7.8321278,26.9984583,safe,627.34,Violence against civilians,2024-01-02,1225815621
École primaire Nzazi,-8.6522778,26.5091111,safe,731.47,Violence against civilians,2024-01-02,1225815635
Ecole primaire Walilando,-8.6889444,27.4885556,safe,704.46,Violence against civilians,2024-01-02,1225815650
Ecole primaire Kamungu,-8.1644444,27.0325,safe,661.19,Violence against civilians,2024-01-02,1225815658
École primaire Maleo I,-9.1991389,25.8522222,safe,815.3,Violence against civilians,2024-01-02,1225815664
Ecole primaire Zazi,-8.6538889,26.515,safe,731.4,Violence against civilians,2024-01-02,1225815675
École primaire Matumayini,-9.4285,25.7909167,safe,841.34,Violence against civilians,2024-01-02,1225815694
Ecole primaire Kayombo,-8.6995833,26.5203056,safe,735.95,Violence against civilians,2024-01-02,1225815699
Ecole primaire Kaniema Mbidi,-8.8947222,25.3169444,safe,811.33,Violence against civilians,2024-01-02,1225815713
École primaire Kitenge 2,-8.2227778,26.9183333,safe,671.29,Violence against civilians,2024-01-02,1225815725
Ecole primaire Kilumbe Lamu,-8.5788889,26.5265556,safe,723.16,Violence against civilians,2024-01-02,1225815733
Ecole primaire Katala I,-8.9024722,26.4736389,safe,758.88,Violence against civilians,2024-01-02,1225815743
Ecole primaire Mukuba 2,-8.4688889,26.7472222,safe,703.3,Violence against civilians,2024-01-02,1225815756
École primaire Matayarisho,-7.8288556,26.9883111,safe,627.36,Violence against civilians,2024-01-02,1225815777
Ecole primaire Mutanya,-8.19775,27.0494444,safe,664.16,Violence against civilians,2024-01-02,1225815784
École primaire Ustawi,-8.2241667,26.9355556,safe,670.83,Violence against civilians,2024-01-02,1225815791
École primaire Maendeleo,-9.4323333,25.7902778,safe,841.76,Violence against civilians,2024-01-02,1225815802
Ecole primaire Nyembo Layi,-8.1646944,27.0319444,safe,661.24,Violence against civilians,2024-01-02,1225815806
École primaire Kiya I,-7.8233225,27.0163416,safe,625.77,Violence against civilians,2024-01-02,1225815822
École primaire Kabanga,-8.9327778,26.4152778,safe,764.28,Violence against civilians,2024-01-02,1225815827
Ecole primaire Mpumba,-8.4963889,26.7483333,safe,706.14,Violence against civilians,2024-01-02,1225815830
Ecole primaire Lusa Lwa Lesa,-8.1752778,26.4127778,safe,686.29,Violence against civilians,2024-01-02,1225815855
École primaire Mwilambwe,-8.1120833,25.0303611,safe,753.74,Violence against civilians,2024-01-02,1225815863
Ecole primaire Katyi Kala,-8.5605278,26.5481667,safe,720.4,Violence against civilians,2024-01-02,1225815884
École primaire Kyabuntu,-9.2913661,25.8032506,safe,826.86,Violence against civilians,2024-01-02,1225815900
Ecole primaire Luvua,-7.9116667,25.2188889,safe,723.64,Violence against civilians,2024-01-02,1225815908
Ecole primaire Pamba Mukanda,-8.2219444,26.9288889,safe,670.83,Violence against civilians,2024-01-02,1225815921
École primaire Lulu Mwango,-9.2076216,25.8498396,safe,816.27,Violence against civilians,2024-01-02,1225815924
Ecole primaire Mulembu,-8.5919444,26.5203056,safe,724.76,Violence against civilians,2024-01-02,1225815940
Ecole primaire Kilumbe Lamu,-8.5686111,26.5330556,safe,721.84,Violence against civilians,2024-01-02,1225815944
Ecole primaire Misania,-8.4986944,26.7286389,safe,707.11,Violence against civilians,2024-01-02,1225815960
École primaire Mutubuyi,-7.836975,26.9797111,safe,628.53,Violence against civilians,2024-01-02,1225815962
École primaire Nkubo,-8.2183333,26.9188889,safe,670.8,Violence against civilians,2024-01-02,1225815968
Ecole primaire Tambo 2,-8.2196721,26.9240853,safe,670.76,Violence against civilians,2024-01-02,1225815970
École primaire Konga Batwi,-9.2086944,25.8570833,safe,816.06,Violence against civilians,2024-01-02,1225815976
Ecole primaire Kamitoto,-8.2155556,26.9188889,safe,670.51,Violence against civilians,2024-01-02,1225815981
Ecole primaire Zaire Kabungi,-8.8558017,26.3256814,safe,759.87,Violence against civilians,2024-01-02,1225815998
Ecole primaire Ngala Ya Lwalala,-8.9069444,26.3866667,safe,762.72,Violence against civilians,2024-01-02,1225816000
Ecole primaire Misanya,-8.4883333,26.7388889,safe,705.64,Violence against civilians,2024-01-02,1225816008
Ecole primaire Ilunga Nyemba,-8.2272222,26.9183333,safe,671.76,Violence against civilians,2024-01-02,1225816012
Ecole primaire Malubu 3,-8.1626159,27.0340603,safe,660.95,Violence against civilians,2024-01-02,1225816016
École primaire Katomabaswe,-7.836975,26.9869611,safe,628.26,Violence against civilians,2024-01-02,1225816022
École primaire Kipukwe,-8.1052569,25.166144,safe,744.78,Violence against civilians,2024-01-02,1225816036
École primaire Bukwashi,-7.8337806,27.0034417,safe,627.33,Violence against civilians,2024-01-02,1225816037
École primaire Nkunwa,-8.5360556,26.5825278,safe,716.52,Violence against civilians,2024-01-02,1225816038
École primaire Lufira,-8.4908333,26.735,safe,706.05,Violence against civilians,2024-01-02,1225816041
École primaire Kazele I,-9.2056362,25.8535078,safe,815.91,Violence against civilians,2024-01-02,1225816043
École primaire Kazi,-8.5734167,26.5306667,safe,722.43,Violence against civilians,2024-01-02,1225816046
École primaire Kamunza,-8.1813889,27.0325,safe,662.99,Violence against civilians,2024-01-02,1225816052
Ecole primaire Kilumbe Katyi Kala,-8.5586111,26.5508889,safe,720.1,Violence against civilians,2024-01-02,1225816059
Ecole primaire Butuy Shele,-8.4525,26.7858333,safe,700.18,Violence against civilians,2024-01-02,1225816063
École primaire Kiyenge,-8.1519444,27.0444444,safe,659.47,Violence against civilians,2024-01-02,1225816068
École primaire Ngala Ya Lwalala,-9.2030556,25.8477778,safe,815.9,Violence against civilians,2024-01-02,1225816071
École primaire Luwe,-8.7235833,26.4391667,safe,741.63,Violence against civilians,2024-01-02,1225816084
École ISDR,-7.0549741,29.7312561,safe,515.81,Violence against civilians,2024-01-02,1226550343
École primaire Murumbi,-7.0688808,29.7453007,safe,517.63,Violence against civilians,2024-01-02,1226550344
Ecole primaire Dikuluzi,-8.46,28.9076944,safe,662.75,Violence against civilians,2024-01-02,1226550346
Centre De Promotion Sociale,-7.0646492,29.72885,safe,516.82,Violence against civilians,2024-01-02,1226550349
Ecole primaire Cawama II,-8.4703837,28.9044112,safe,663.9,Violence against civilians,2024-01-02,1226550350
École primaire Kirungu,-7.0758514,29.7372201,safe,518.22,Violence against civilians,2024-01-02,1226550354
École primaire Kashengeneke,-8.469487,28.8985332,safe,663.8,Violence against civilians,2024-01-02,1226550355
École primaire Kibobwa,-7.4549259,29.6763406,safe,558.51,Violence against civilians,2024-01-02,1226550356
École primaire Mulenga,-7.37232,29.8004509,safe,551.91,Violence against civilians,2024-01-02,1226550357
École primaire Methodiste,-7.2769256,29.7400082,safe,540.24,Violence against civilians,2024-01-02,1226550359
École primaire Mano A Mano,-7.0361779,29.7618592,safe,514.42,Violence against civilians,2024-01-02,1226550360
École primaire Mwanga,-7.0600673,29.7318871,safe,516.38,Violence against civilians,2024-01-02,1226550362
Ecole primaire Kapondo,-8.5323611,28.8371389,safe,670.77,Violence against civilians,2024-01-02,1226550363
École primaire Kalaba,-7.2085933,29.6245884,safe,530.55,Violence against civilians,2024-01-02,1226550364
École primaire Mulungushi,-7.726174,29.5279395,safe,585.95,Violence against civilians,2024-01-02,1226550365
École primaire Kilimantinde,-7.032299,29.7552381,safe,513.85,Violence against civilians,2024-01-02,1226550366
École primaire Furaha Yetu,-7.0736111,29.7325,safe,517.87,Violence against civilians,2024-01-02,1226550368
École primaire Muhila,-7.0819458,29.7292609,safe,518.72,Violence against civilians,2024-01-02,1226550369
École secondaire Inst Lukenta,-7.02414,29.7568475,safe,512.99,Violence against civilians,2024-01-02,1226550372
École primaire Kayembwe,-8.3827222,28.8351667,safe,654.13,Violence against civilians,2024-01-02,1226550373
École Amimo,-7.0923231,29.7140077,safe,519.54,Violence against civilians,2024-01-02,1226550374
École primaire Kabilozi,-7.4604453,29.8081172,safe,561.69,Violence against civilians,2024-01-02,1226550375
École primaire Manika 2,-7.3135185,29.8350235,safe,546.24,Violence against civilians,2024-01-02,1226550376
École primaire Karonja,-7.0748192,29.6750316,safe,516.84,Violence against civilians,2024-01-02,1226550377
École primaire Musika,-7.1796889,29.764147,safe,530.12,Violence against civilians,2024-01-02,1226550378
Ecole primaire Saint Joseph,-8.4717778,28.9006111,safe,664.06,Violence against civilians,2024-01-02,1226550381
École secondaire Inst Amani,-7.0551257,29.7290655,safe,515.78,Violence against civilians,2024-01-02,1226550382
École primaire Kasenge,-7.6250865,29.6379592,safe,576.52,Violence against civilians,2024-01-02,1226550391
École primaire Bakunda,-8.4772362,28.9073128,safe,664.67,Violence against civilians,2024-01-02,1226550392
École primaire Musosa,-8.38551,29.6313562,safe,660.12,Violence against civilians,2024-01-02,1226550395
École primaire Kinyongoro,-7.251824,29.7445471,safe,537.59,Violence against civilians,2024-01-02,1226550401
École primaire Kalongo,-7.1005556,29.715,safe,520.46,Violence against civilians,2024-01-02,1226550405
École primaire Zoale,-7.08,29.7011667,safe,517.93,Violence against civilians,2024-01-02,1226550411
École primaire Vyura,-7.0594444,29.7602778,safe,516.92,Violence against civilians,2024-01-02,1226550416
École primaire Moba,-7.0733333,29.7152778,safe,517.49,Violence against civilians,2024-01-02,1226550420
École primaire Mulonde,-7.1731202,29.7612663,safe,529.34,Violence against civilians,2024-01-02,1226550428
École primaire Inst Kinzembo,-7.041254,29.7671706,safe,515.08,Violence against civilians,2024-01-02,1226550430
Ecole primaire Babwile,-8.3756111,28.8921389,safe,653.35,Violence against civilians,2024-01-02,1226550439
École primaire Kampilikwe,-7.5684495,29.7943276,safe,573.2,Violence against civilians,2024-01-02,1226550449
École secondaire Inst Mulembwe,-7.0765336,29.7373511,safe,518.29,Violence against civilians,2024-01-02,1226550459
École primaire Mwele,-7.0549573,29.6571407,safe,514.32,Violence against civilians,2024-01-02,1226550460
École primaire Kabunyange,-8.4613173,28.8979584,safe,662.89,Violence against civilians,2024-01-02,1226550469
École secondaire Vyura,-7.0332435,29.755987,safe,513.97,Violence against civilians,2024-01-02,1226550470
École primaire Mitobo,-7.4021147,29.3274523,safe,547.65,Violence against civilians,2024-01-02,1226550474
Ecole primaire Dilenda,-8.4064167,28.9886389,safe,656.94,Violence against civilians,2024-01-02,1226550481
École primaire Kizike,-7.3921183,30.1892859,safe,563.84,Violence against civilians,2024-01-02,1226550483
Ecole secondaire Inst Mwando,-8.3857016,29.6314329,safe,660.15,Violence against civilians,2024-01-02,1226550491
École secondaire Inst Kasenga,-7.2769642,29.7397553,safe,540.24,Violence against civilians,2024-01-02,1226550498
École primaire Kapote,-7.9948467,30.4366511,safe,635.74,Violence against civilians,2024-01-02,1226550523
École secondaire Lubasha,-7.0970877,29.7112337,safe,520.0,Violence against civilians,2024-01-02,1226550537
École primaire Furaha Yetu,-7.0635931,29.7310185,safe,516.75,Violence against civilians,2024-01-02,1226550544
